drugId,diseaseId,drugName,drugSource,diseaseName,diseaseSource,display_relations,indication,contraindication,off_label
DB00159,1436,Icosapent,DrugBank,hemosiderosis,MONDO,contraindication,0,1,0
DB00159,2279,Icosapent,DrugBank,iron metabolism disease,MONDO,contraindication,0,1,0
DB00159,3019,Icosapent,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00159,4985_693_24613_1866,Icosapent,DrugBank,bipolar disorder,MONDO_grouped,contraindication,0,1,0
DB00159,5015,Icosapent,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00159,5101,Icosapent,DrugBank,ulcerative colitis (disease),MONDO,contraindication,0,1,0
DB00159,6507,Icosapent,DrugBank,hereditary hemochromatosis,MONDO,contraindication,0,1,0
DB00159,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,Icosapent,DrugBank,major affective disorder,MONDO_grouped,contraindication,0,1,0
DB00159,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Icosapent,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB00162,10200,Vitamin A,DrugBank,Wilson disease,MONDO,contraindication,0,1,0
DB00162,11382,Vitamin A,DrugBank,sickle cell anemia,MONDO,contraindication,0,1,0
DB00162,1436,Vitamin A,DrugBank,hemosiderosis,MONDO,contraindication,0,1,0
DB00162,1566,Vitamin A,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00162,1567,Vitamin A,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00162,20989,Vitamin A,DrugBank,hereditary persistence of fetal hemoglobin,MONDO,contraindication,0,1,0
DB00162,2279,Vitamin A,DrugBank,iron metabolism disease,MONDO,contraindication,0,1,0
DB00162,2319,Vitamin A,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00162,2406,Vitamin A,DrugBank,dermatitis,MONDO,off-label use,0,0,1
DB00162,5101,Vitamin A,DrugBank,ulcerative colitis (disease),MONDO,contraindication,0,1,0
DB00162,5240,Vitamin A,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00162,6507,Vitamin A,DrugBank,hereditary hemochromatosis,MONDO,contraindication,0,1,0
DB00162,7016,Vitamin A,DrugBank,vitamin A deficiency (disease),MONDO,indication,1,0,0
DB00162,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Vitamin A,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB00169,10200,Cholecalciferol,DrugBank,Wilson disease,MONDO,contraindication,0,1,0
DB00169,1068,Cholecalciferol,DrugBank,osteomalacia (disease),MONDO,indication,1,0,0
DB00169,11382,Cholecalciferol,DrugBank,sickle cell anemia,MONDO,contraindication,0,1,0
DB00169,11962,Cholecalciferol,DrugBank,endometrial cancer,MONDO,contraindication,0,1,0
DB00169,1200_1134_15512_5080_100078,Cholecalciferol,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00169,12819,Cholecalciferol,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00169,1336,Cholecalciferol,DrugBank,familial hyperlipidemia,MONDO,contraindication,0,1,0
DB00169,1409,Cholecalciferol,DrugBank,esophagitis (disease),MONDO,contraindication,0,1,0
DB00169,1436,Cholecalciferol,DrugBank,hemosiderosis,MONDO,contraindication,0,1,0
DB00169,1566,Cholecalciferol,DrugBank,hypercalcemia disease,MONDO,indication | contraindication,1,1,0
DB00169,1567,Cholecalciferol,DrugBank,nephrocalcinosis,MONDO,indication | contraindication,1,1,0
DB00169,1656,Cholecalciferol,DrugBank,megaesophagus,MONDO,contraindication,0,1,0
DB00169,19635,Cholecalciferol,DrugBank,idiopathic achalasia,MONDO,contraindication,0,1,0
DB00169,20578,Cholecalciferol,DrugBank,obsolete vitamin D deficiency,MONDO,indication,1,0,0
DB00169,20989,Cholecalciferol,DrugBank,hereditary persistence of fetal hemoglobin,MONDO,contraindication,0,1,0
DB00169,21187_11237_11470,Cholecalciferol,DrugBank,hyperlipidemia,MONDO_grouped,contraindication,0,1,0
DB00169,21251,Cholecalciferol,DrugBank,endometrium neoplasm,MONDO,contraindication,0,1,0
DB00169,2203,Cholecalciferol,DrugBank,constipation disorder,MONDO,contraindication,0,1,0
DB00169,2279,Cholecalciferol,DrugBank,iron metabolism disease,MONDO,contraindication,0,1,0
DB00169,2319,Cholecalciferol,DrugBank,phosphorus metabolism disease,MONDO,indication | contraindication,1,1,0
DB00169,24570_7767_6964_1530_1741_10837_16166_12406_21132,Cholecalciferol,DrugBank,hyperparathyroidism,MONDO_grouped,contraindication,0,1,0
DB00169,2974,Cholecalciferol,DrugBank,cervical cancer,MONDO,contraindication,0,1,0
DB00169,4981,Cholecalciferol,DrugBank,atrial fibrillation (disease),MONDO,contraindication,0,1,0
DB00169,5015,Cholecalciferol,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00169,5044,Cholecalciferol,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00169,5159,Cholecalciferol,DrugBank,prostate carcinoma,MONDO,contraindication,0,1,0
DB00169,5240,Cholecalciferol,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00169,5298,Cholecalciferol,DrugBank,osteoporosis,MONDO,indication,1,0,0
DB00169,5520,Cholecalciferol,DrugBank,rickets (disease),MONDO,indication,1,0,0
DB00169,5890,Cholecalciferol,DrugBank,osteitis fibrosa,MONDO,contraindication,0,1,0
DB00169,6507,Cholecalciferol,DrugBank,hereditary hemochromatosis,MONDO,contraindication,0,1,0
DB00169,6896,Cholecalciferol,DrugBank,peptic esophagitis,MONDO,contraindication,0,1,0
DB00169,7186,Cholecalciferol,DrugBank,gastroesophageal reflux disease,MONDO,contraindication,0,1,0
DB00169,8159,Cholecalciferol,DrugBank,postmenopausal osteoporosis,MONDO,indication,1,0,0
DB00169,8315,Cholecalciferol,DrugBank,prostate cancer,MONDO,contraindication,0,1,0
DB00169,8698,Cholecalciferol,DrugBank,achalasia (disease),MONDO,contraindication,0,1,0
DB00175,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Pravastatin,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00175,10604_10602_15720_15719_18660_15721_15715_15716_15717,Pravastatin,DrugBank,hemophilia,MONDO_grouped,contraindication,0,1,0
DB00175,11057,Pravastatin,DrugBank,cerebrovascular disorder,MONDO,indication,1,0,0
DB00175,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Pravastatin,DrugBank,Alzheimer disease,MONDO_grouped,contraindication,0,1,0
DB00175,1566,Pravastatin,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00175,1567,Pravastatin,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00175,1807,Pravastatin,DrugBank,obsolete familial combined hyperlipidemia,MONDO,indication,1,0,0
DB00175,20671,Pravastatin,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,indication,1,0,0
DB00175,2203,Pravastatin,DrugBank,constipation disorder,MONDO,contraindication,0,1,0
DB00175,22687_4742,Pravastatin,DrugBank,cerebellar degeneration,MONDO_grouped,contraindication,0,1,0
DB00175,2277,Pravastatin,DrugBank,arteriosclerosis disorder,MONDO,indication,1,0,0
DB00175,2280,Pravastatin,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB00175,2281,Pravastatin,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB00175,2319,Pravastatin,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00175,24570_7767_6964_1530_1741_10837_16166_12406_21132,Pravastatin,DrugBank,hyperparathyroidism,MONDO_grouped,contraindication,0,1,0
DB00175,2679,Pravastatin,DrugBank,cerebral infarction,MONDO,indication,1,0,0
DB00175,4187,Pravastatin,DrugBank,nodular fasciitis,MONDO,contraindication,0,1,0
DB00175,5098,Pravastatin,DrugBank,stroke disorder,MONDO,indication,1,0,0
DB00175,5240,Pravastatin,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00175,5311,Pravastatin,DrugBank,atherosclerosis,MONDO,indication,1,0,0
DB00175,5393,Pravastatin,DrugBank,gout,MONDO,contraindication,0,1,0
DB00175,5468,Pravastatin,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00175,5890,Pravastatin,DrugBank,osteitis fibrosa,MONDO,contraindication,0,1,0
DB00175,5942,Pravastatin,DrugBank,Reye syndrome,MONDO,contraindication,0,1,0
DB00175,7079_2491_4938_2046_5367_5689_4456_5186,Pravastatin,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00175,8243,Pravastatin,DrugBank,Pick disease,MONDO,contraindication,0,1,0
DB00176,10356,Fluvoxamine,DrugBank,nephrogenic syndrome of inappropriate antidiuresis,MONDO,contraindication,0,1,0
DB00176,1442,Fluvoxamine,DrugBank,dysthymic disorder,MONDO,off-label use,0,0,1
DB00176,3699,Fluvoxamine,DrugBank,phobic disorder,MONDO,indication,1,0,0
DB00176,4985_693_24613_1866,Fluvoxamine,DrugBank,bipolar disorder,MONDO_grouped,contraindication | off-label use,0,1,1
DB00176,5027,Fluvoxamine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00176,5379,Fluvoxamine,DrugBank,neurotic disorder,MONDO,off-label use,0,0,1
DB00176,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,Fluvoxamine,DrugBank,major affective disorder,MONDO_grouped,contraindication,0,1,0
DB00176,8114_1158,Fluvoxamine,DrugBank,obsessive-compulsive disorder,MONDO_grouped,indication,1,0,0
DB00176,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Fluvoxamine,DrugBank,anxiety disorder,MONDO_grouped,off-label use,0,0,1
DB00177,100192,Valsartan,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00177,11559_9469_19008,Valsartan,DrugBank,benign recurrent intrahepatic cholestasis,MONDO_grouped,contraindication,0,1,0
DB00177,11986_4982_5003_6515_3232,Valsartan,DrugBank,pancreatitis,MONDO_grouped,contraindication,0,1,0
DB00177,1200_1134_15512_5080_100078,Valsartan,DrugBank,hypertension,MONDO_grouped,indication,1,0,0
DB00177,12526_15053_19623_15054,Valsartan,DrugBank,hereditary angioedema,MONDO_grouped,contraindication,0,1,0
DB00177,12819,Valsartan,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00177,1475,Valsartan,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00177,1548,Valsartan,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00177,1566,Valsartan,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00177,1567,Valsartan,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00177,15762_17290_18804,Valsartan,DrugBank,familial intrahepatic cholestasis,MONDO_grouped,contraindication,0,1,0
DB00177,1609,Valsartan,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00177,1711,Valsartan,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00177,1751,Valsartan,DrugBank,cholestasis,MONDO,contraindication,0,1,0
DB00177,19725,Valsartan,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB00177,2144,Valsartan,DrugBank,obsolete hyperuricemia (disease),MONDO,contraindication,0,1,0
DB00177,2319,Valsartan,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00177,24570_7767_6964_1530_1741_10837_16166_12406_21132,Valsartan,DrugBank,hyperparathyroidism,MONDO_grouped,contraindication,0,1,0
DB00177,3019,Valsartan,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00177,4981,Valsartan,DrugBank,atrial fibrillation (disease),MONDO,off-label use,0,0,1
DB00177,5015,Valsartan,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00177,5016,Valsartan,DrugBank,diabetic nephropathy,MONDO,off-label use,0,0,1
DB00177,5044,Valsartan,DrugBank,hypertensive disorder,MONDO,indication,1,0,0
DB00177,5393,Valsartan,DrugBank,gout,MONDO,contraindication,0,1,0
DB00177,5468,Valsartan,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00177,5890,Valsartan,DrugBank,osteitis fibrosa,MONDO,contraindication,0,1,0
DB00177,6727,Valsartan,DrugBank,diastolic heart failure,MONDO,off-label use,0,0,1
DB00177,7915,Valsartan,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB00178,11057,Ramipril,DrugBank,cerebrovascular disorder,MONDO,indication,1,0,0
DB00178,1200_1134_15512_5080_100078,Ramipril,DrugBank,hypertension,MONDO_grouped,indication,1,0,0
DB00178,12526_15053_19623_15054,Ramipril,DrugBank,hereditary angioedema,MONDO_grouped,contraindication,0,1,0
DB00178,1475,Ramipril,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00178,1609,Ramipril,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00178,19725,Ramipril,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB00178,20671,Ramipril,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,indication,1,0,0
DB00178,2679,Ramipril,DrugBank,cerebral infarction,MONDO,indication,1,0,0
DB00178,4981,Ramipril,DrugBank,atrial fibrillation (disease),MONDO,off-label use,0,0,1
DB00178,5016,Ramipril,DrugBank,diabetic nephropathy,MONDO,off-label use,0,0,1
DB00178,5044,Ramipril,DrugBank,hypertensive disorder,MONDO,indication,1,0,0
DB00178,5098,Ramipril,DrugBank,stroke disorder,MONDO,indication,1,0,0
DB00178,5240,Ramipril,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00178,5468,Ramipril,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00178,6727,Ramipril,DrugBank,diastolic heart failure,MONDO,off-label use,0,0,1
DB00178,7915,Ramipril,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB00181,11057,Baclofen,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB00181,1265,Baclofen,DrugBank,schizophreniform disorder,MONDO,contraindication,0,1,0
DB00181,1292,Baclofen,DrugBank,autonomic nervous system disease,MONDO,contraindication,0,1,0
DB00181,20671,Baclofen,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB00181,2679,Baclofen,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB00181,5027,Baclofen,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00181,5084,Baclofen,DrugBank,mental disorder,MONDO,contraindication,0,1,0
DB00181,5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506,Baclofen,DrugBank,schizophrenia,MONDO_grouped,contraindication,0,1,0
DB00181,5098,Baclofen,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00181,5240,Baclofen,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00181,5487,Baclofen,DrugBank,schizoaffective disorder,MONDO,contraindication,0,1,0
DB00182,100192,Amphetamine,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00182,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Amphetamine,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00182,10138,Amphetamine,DrugBank,thyrotoxicosis,MONDO,contraindication,0,1,0
DB00182,11057,Amphetamine,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB00182,11122,Amphetamine,DrugBank,obesity disorder,MONDO,indication,1,0,0
DB00182,11751,Amphetamine,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00182,1200_1134_15512_5080_100078,Amphetamine,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00182,1265,Amphetamine,DrugBank,schizophreniform disorder,MONDO,contraindication,0,1,0
DB00182,12819,Amphetamine,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00182,13412_13200_12112_7268_11843_13474_13475_13477_10946_12799_8647_12804_13455_14883_13852_13197_7267_13195_12111_13369_7266_13476_5045,Amphetamine,DrugBank,hypertrophic cardiomyopathy,MONDO_grouped,contraindication,0,1,0
DB00182,13652_12179_8062_21107,Amphetamine,DrugBank,narcolepsy,MONDO_grouped,indication,1,0,0
DB00182,1442,Amphetamine,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00182,1475,Amphetamine,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00182,1548,Amphetamine,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00182,1609,Amphetamine,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00182,16158,Amphetamine,DrugBank,narcolepsy-cataplexy syndrome,MONDO,indication,1,0,0
DB00182,16430,Amphetamine,DrugBank,Balo concentric sclerosis,MONDO,indication,1,0,0
DB00182,1711,Amphetamine,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00182,18544_10247,Amphetamine,DrugBank,X-linked adrenoleukodystrophy,MONDO_grouped,indication,1,0,0
DB00182,19050_4781_44348_44349,Amphetamine,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00182,19142,Amphetamine,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00182,19182,Amphetamine,DrugBank,monogenic obesity,MONDO,indication,1,0,0
DB00182,20671,Amphetamine,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB00182,21113,Amphetamine,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00182,2277,Amphetamine,DrugBank,arteriosclerosis disorder,MONDO,contraindication,0,1,0
DB00182,2280,Amphetamine,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB00182,2281,Amphetamine,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB00182,2420,Amphetamine,DrugBank,tic disorder,MONDO,contraindication,0,1,0
DB00182,24644,Amphetamine,DrugBank,myocardial ischemia,MONDO,contraindication,0,1,0
DB00182,2494,Amphetamine,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB00182,2602,Amphetamine,DrugBank,central nervous system disease,MONDO,indication,1,0,0
DB00182,2679,Amphetamine,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB00182,4425,Amphetamine,DrugBank,hyperthyroidism,MONDO,contraindication,0,1,0
DB00182,4979,Amphetamine,DrugBank,asthma,MONDO,contraindication,0,1,0
DB00182,4985_693_24613_1866,Amphetamine,DrugBank,bipolar disorder,MONDO_grouped,contraindication,0,1,0
DB00182,5002,Amphetamine,DrugBank,chronic obstructive pulmonary disease,MONDO,contraindication,0,1,0
DB00182,5010,Amphetamine,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00182,5015,Amphetamine,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00182,5027,Amphetamine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00182,5044,Amphetamine,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00182,5068,Amphetamine,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00182,5084,Amphetamine,DrugBank,mental disorder,MONDO,contraindication,0,1,0
DB00182,5098,Amphetamine,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00182,5240,Amphetamine,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00182,5267,Amphetamine,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB00182,5302,Amphetamine,DrugBank,"attention deficit hyperactivity disorder, inattentive type",MONDO,indication,1,0,0
DB00182,5311,Amphetamine,DrugBank,atherosclerosis,MONDO,contraindication,0,1,0
DB00182,5351_33926,Amphetamine,DrugBank,anorexia nervosa,MONDO_grouped,contraindication,0,1,0
DB00182,5364,Amphetamine,DrugBank,Graves disease,MONDO,contraindication,0,1,0
DB00182,5379,Amphetamine,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00182,5487,Amphetamine,DrugBank,schizoaffective disorder,MONDO,contraindication,0,1,0
DB00182,6652_3678_1090_3672_3673_3676_3677_3679_6803,Amphetamine,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00182,6716,Amphetamine,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00182,6875,Amphetamine,DrugBank,ocular hypertension,MONDO,contraindication,0,1,0
DB00182,7079_2491_4938_2046_5367_5689_4456_5186,Amphetamine,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00182,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,Amphetamine,DrugBank,major affective disorder,MONDO_grouped,contraindication,0,1,0
DB00182,7661,Amphetamine,DrugBank,Tourette syndrome,MONDO,contraindication,0,1,0
DB00182,7743,Amphetamine,DrugBank,attention deficit-hyperactivity disorder,MONDO,indication,1,0,0
DB00182,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Amphetamine,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00184,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Nicotine,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
